 #m    e    m2    e2    
 -0.7200     -1.2800      0.5184      1.6384
  0.9000     -1.6400      0.8100      2.6896
  0.9200     -1.6800      0.8464      2.8224
  0.8000     -1.5200      0.6400      2.3104
  0.4600     -1.1600      0.2116      1.3456
 -0.6000     -1.3600      0.3600      1.8496
 -0.7000     -1.4000      0.4900      1.9600
 -0.8200     -1.5200      0.6724      2.3104
  0.8400     -1.4400      0.7056      2.0736
 -0.1200     -1.1600      0.0144      1.3456
 -0.7000     -1.1600      0.4900      1.3456
 -0.8600     -1.6400      0.7396      2.6896
 -0.6400     -1.1200      0.4096      1.2544
 -0.5800     -1.3600      0.3364      1.8496
  0.9600     -1.8400      0.9216      3.3856
  0.3800     -1.0400      0.1444      1.0816
 -0.1600     -0.9200      0.0256      0.8464
  0.8800     -1.5200      0.7744      2.3104
 -0.3600     -1.4000      0.1296      1.9600
 -0.7400     -1.3200      0.5476      1.7424
 -0.4800     -1.0800      0.2304      1.1664
  0.7600     -1.4000      0.5776      1.9600
  0.9600     -1.8800      0.9216      3.5344
 -0.9200     -1.7600      0.8464      3.0976
 -0.6800     -1.4800      0.4624      2.1904
  0.5800     -1.2400      0.3364      1.5376
  0.7600     -1.3600      0.5776      1.8496
 -0.1600     -0.7600      0.0256      0.5776
 -0.7800     -1.4800      0.6084      2.1904
 -0.7400     -1.4000      0.5476      1.9600
 -0.8800     -1.6000      0.7744      2.5600
  0.9000     -1.6000      0.8100      2.5600
  0.7000     -1.1200      0.4900      1.2544
  0.7600     -1.5200      0.5776      2.3104
  0.9600     -1.8400      0.9216      3.3856
 -0.7000     -1.2800      0.4900      1.6384
 -0.1000     -1.0000      0.0100      1.0000
 -0.9400     -1.7600      0.8836      3.0976
 -0.7200     -1.2400      0.5184      1.5376
 -0.9600     -1.8400      0.9216      3.3856
 -0.4000     -1.2400      0.1600      1.5376
  0.2600     -1.2800      0.0676      1.6384
  0.6000     -1.3200      0.3600      1.7424
  0.7800     -1.4400      0.6084      2.0736
  0.9000     -1.6800      0.8100      2.8224
  0.9000     -1.7600      0.8100      3.0976
 -0.8600     -1.6400      0.7396      2.6896
 -0.7600     -1.3600      0.5776      1.8496
 -0.8600     -1.5200      0.7396      2.3104
  0.7400     -1.5200      0.5476      2.3104
  0.9600     -1.8400      0.9216      3.3856
  0.9200     -1.7600      0.8464      3.0976
 -0.6800     -1.2400      0.4624      1.5376
 -0.9200     -1.6800      0.8464      2.8224
  0.9000     -1.6000      0.8100      2.5600
 -0.8800     -1.6000      0.7744      2.5600
 -0.7800     -1.3200      0.6084      1.7424
 -0.8400     -1.4800      0.7056      2.1904
 -0.7600     -1.4400      0.5776      2.0736
 -0.8200     -1.5200      0.6724      2.3104
 -0.8800     -1.6800      0.7744      2.8224
 -0.4800     -0.9600      0.2304      0.9216
  0.3000     -1.3200      0.0900      1.7424
 -0.6800     -1.4000      0.4624      1.9600
 -0.6600     -1.3200      0.4356      1.7424
 -0.7000     -1.2000      0.4900      1.4400
 -0.3600     -1.0000      0.1296      1.0000
  0.6800     -1.4800      0.4624      2.1904
 -0.6800     -1.2800      0.4624      1.6384
 -0.8600     -1.6000      0.7396      2.5600
 -0.9000     -1.6800      0.8100      2.8224
 -0.9000     -1.6000      0.8100      2.5600
 -0.4000     -1.1600      0.1600      1.3456
 -0.8800     -1.6000      0.7744      2.5600
 -0.1800     -0.8400      0.0324      0.7056
  0.9600     -1.8400      0.9216      3.3856
  0.9400     -1.7600      0.8836      3.0976
  0.9000     -1.6400      0.8100      2.6896
 -0.8600     -1.6000      0.7396      2.5600
 -0.6200     -1.2400      0.3844      1.5376
 -0.9200     -1.8000      0.8464      3.2400
 -0.9400     -1.7600      0.8836      3.0976
  0.8200     -1.4800      0.6724      2.1904
  0.2400     -0.8000      0.0576      0.6400
  0.8600     -1.6000      0.7396      2.5600
  0.8800     -1.6800      0.7744      2.8224
  0.8600     -1.6000      0.7396      2.5600
 -0.8600     -1.6000      0.7396      2.5600
 -0.7800     -1.5200      0.6084      2.3104
 -0.6200     -1.0000      0.3844      1.0000
  0.2400     -0.6800      0.0576      0.4624
 -0.8200     -1.4800      0.6724      2.1904
 -0.9200     -1.7200      0.8464      2.9584
  0.8200     -1.5200      0.6724      2.3104
 -0.7000     -1.4400      0.4900      2.0736
 -0.8800     -1.5600      0.7744      2.4336
  0.9200     -1.7200      0.8464      2.9584
  0.9200     -1.7200      0.8464      2.9584
  0.9200     -1.6800      0.8464      2.8224
 -0.9800     -1.9200      0.9604      3.6864
 -0.9800     -1.9200      0.9604      3.6864
  0.6800     -1.2800      0.4624      1.6384
  0.8200     -1.4000      0.6724      1.9600
  0.6000     -1.1200      0.3600      1.2544
 -0.8800     -1.5600      0.7744      2.4336
  0.5200     -1.3600      0.2704      1.8496
  0.9600     -1.8400      0.9216      3.3856
  0.6600     -1.3200      0.4356      1.7424
  0.7000     -1.4000      0.4900      1.9600
  0.6800     -1.3600      0.4624      1.8496
 -0.6400     -1.1200      0.4096      1.2544
 -0.8000     -1.4000      0.6400      1.9600
  0.8000     -1.5200      0.6400      2.3104
  0.8800     -1.6800      0.7744      2.8224
  0.8000     -1.5600      0.6400      2.4336
  0.6400     -1.2400      0.4096      1.5376
 -0.8400     -1.6000      0.7056      2.5600
 -0.7600     -1.5200      0.5776      2.3104
  0.4000     -0.9200      0.1600      0.8464
  0.7800     -1.5200      0.6084      2.3104
  0.8800     -1.6400      0.7744      2.6896
 -0.8800     -1.6000      0.7744      2.5600
 -0.9400     -1.8000      0.8836      3.2400
 -0.7400     -1.4000      0.5476      1.9600
 -0.8600     -1.5200      0.7396      2.3104
 -0.6800     -1.3600      0.4624      1.8496
 -0.9600     -1.8400      0.9216      3.3856
  0.8400     -1.5200      0.7056      2.3104
  0.3600     -1.0000      0.1296      1.0000
 -0.4000     -0.8800      0.1600      0.7744
 -0.3200     -1.2800      0.1024      1.6384
 -0.6800     -1.4000      0.4624      1.9600
  0.5200     -1.0000      0.2704      1.0000
  0.7600     -1.3200      0.5776      1.7424
  0.8000     -1.4400      0.6400      2.0736
  0.4600     -1.2000      0.2116      1.4400
  0.7000     -1.4800      0.4900      2.1904
 -0.9600     -1.8400      0.9216      3.3856
 -0.6800     -1.4000      0.4624      1.9600
 -0.2800     -1.1600      0.0784      1.3456
 -0.9400     -1.7600      0.8836      3.0976
 -0.8000     -1.5600      0.6400      2.4336
 -0.7600     -1.3600      0.5776      1.8496
 -0.7800     -1.3600      0.6084      1.8496
  0.9400     -1.7600      0.8836      3.0976
  0.8200     -1.5200      0.6724      2.3104
 -0.4800     -1.1200      0.2304      1.2544
 -0.4000     -1.0000      0.1600      1.0000
  0.7600     -1.3200      0.5776      1.7424
  0.2800     -1.1200      0.0784      1.2544
  0.9200     -1.7600      0.8464      3.0976
  0.7800     -1.4000      0.6084      1.9600
  0.5000     -1.0000      0.2500      1.0000
 -0.6000     -1.4000      0.3600      1.9600
 -0.8000     -1.4400      0.6400      2.0736
 -0.8000     -1.4000      0.6400      1.9600
 -0.9400     -1.7600      0.8836      3.0976
  0.8400     -1.6000      0.7056      2.5600
  0.8400     -1.4400      0.7056      2.0736
  0.8000     -1.4800      0.6400      2.1904
  0.2600     -0.8000      0.0676      0.6400
  0.6800     -1.4000      0.4624      1.9600
  0.8200     -1.4800      0.6724      2.1904
 -0.9400     -1.8000      0.8836      3.2400
 -0.8200     -1.4800      0.6724      2.1904
 -0.4400     -1.0400      0.1936      1.0816
  0.9200     -1.7200      0.8464      2.9584
  0.8400     -1.4400      0.7056      2.0736
  0.5600     -1.0000      0.3136      1.0000
  0.6000     -1.1600      0.3600      1.3456
  0.6800     -1.1200      0.4624      1.2544
 -0.0200     -0.9600      0.0004      0.9216
  0.9400     -1.7600      0.8836      3.0976
  0.7800     -1.3600      0.6084      1.8496
 -0.8600     -1.6000      0.7396      2.5600
  0.8000     -1.3600      0.6400      1.8496
  0.3400     -1.1200      0.1156      1.2544
 -0.8600     -1.5600      0.7396      2.4336
  0.4200     -1.2400      0.1764      1.5376
  0.2000     -0.8000      0.0400      0.6400
 -0.5200     -1.1200      0.2704      1.2544
 -0.9400     -1.7600      0.8836      3.0976
 -0.8000     -1.3600      0.6400      1.8496
 -0.9000     -1.6400      0.8100      2.6896
 -0.9800     -1.9200      0.9604      3.6864
  0.8000     -1.3600      0.6400      1.8496
  0.7000     -1.4800      0.4900      2.1904
  0.3800     -1.2400      0.1444      1.5376
  0.9200     -1.7600      0.8464      3.0976
 -0.8800     -1.6000      0.7744      2.5600
 -0.9600     -1.8400      0.9216      3.3856
 -0.9400     -1.7600      0.8836      3.0976
 -0.7000     -1.2000      0.4900      1.4400
  0.8200     -1.4000      0.6724      1.9600
  0.9400     -1.7600      0.8836      3.0976
  0.8800     -1.6400      0.7744      2.6896
  0.8600     -1.4800      0.7396      2.1904
  0.8400     -1.4400      0.7056      2.0736
  0.5800     -1.2000      0.3364      1.4400
  0.9400     -1.8000      0.8836      3.2400
  0.8200     -1.4400      0.6724      2.0736
  0.7800     -1.3600      0.6084      1.8496
  0.7800     -1.5200      0.6084      2.3104
  0.8200     -1.4000      0.6724      1.9600
 -0.9600     -1.8400      0.9216      3.3856
 -0.8800     -1.6400      0.7744      2.6896
 -0.8400     -1.6000      0.7056      2.5600
 -0.8000     -1.3200      0.6400      1.7424
  0.9000     -1.6800      0.8100      2.8224
  0.8400     -1.4800      0.7056      2.1904
  0.5600     -1.3200      0.3136      1.7424
  0.6800     -1.2000      0.4624      1.4400
  0.3200     -1.1200      0.1024      1.2544
  0.1200     -1.0400      0.0144      1.0816
  0.8400     -1.4000      0.7056      1.9600
  0.8000     -1.4800      0.6400      2.1904
  0.9000     -1.6800      0.8100      2.8224
  0.9200     -1.7600      0.8464      3.0976
  0.7200     -1.4000      0.5184      1.9600
  0.5600     -1.4400      0.3136      2.0736
 -0.9000     -1.6800      0.8100      2.8224
 -0.7200     -1.6000      0.5184      2.5600
  0.7600     -1.4400      0.5776      2.0736
  0.8800     -1.5600      0.7744      2.4336
  0.7600     -1.4000      0.5776      1.9600
  0.9400     -1.7600      0.8836      3.0976
  0.6600     -1.0000      0.4356      1.0000
 -0.8600     -1.6000      0.7396      2.5600
 -0.7000     -1.2000      0.4900      1.4400
  0.7600     -1.2000      0.5776      1.4400
  0.9600     -1.8400      0.9216      3.3856
  0.9000     -1.6400      0.8100      2.6896
  0.5200     -0.8400      0.2704      0.7056
  0.7200     -1.2800      0.5184      1.6384
  0.1600     -0.9200      0.0256      0.8464
  0.8800     -1.6000      0.7744      2.5600
 -0.8600     -1.4800      0.7396      2.1904
 -0.9600     -1.8400      0.9216      3.3856
 -0.8000     -1.3200      0.6400      1.7424
 -0.9200     -1.7200      0.8464      2.9584
  0.5400     -1.4000      0.2916      1.9600
  0.6200     -1.1200      0.3844      1.2544
  0.9200     -1.7200      0.8464      2.9584
 -0.5200     -1.0800      0.2704      1.1664
 -0.3400     -0.7600      0.1156      0.5776
  0.8600     -1.4800      0.7396      2.1904
 -0.6800     -1.1200      0.4624      1.2544
 -0.9400     -1.8000      0.8836      3.2400
  0.9000     -1.6400      0.8100      2.6896
  0.5800     -1.3200      0.3364      1.7424
  0.7600     -1.3600      0.5776      1.8496
  0.9600     -1.8400      0.9216      3.3856
  0.7200     -1.1200      0.5184      1.2544
 -0.9000     -1.6800      0.8100      2.8224
 -0.8000     -1.4800      0.6400      2.1904
 -0.8200     -1.4000      0.6724      1.9600
 -0.8800     -1.5600      0.7744      2.4336
 -0.2600     -1.1200      0.0676      1.2544
  0.8200     -1.4400      0.6724      2.0736
  0.8600     -1.5600      0.7396      2.4336
 -0.5800     -1.3200      0.3364      1.7424
  0.3800     -0.6800      0.1444      0.4624
  0.7800     -1.4000      0.6084      1.9600
  0.7800     -1.3600      0.6084      1.8496
  0.9800     -1.9200      0.9604      3.6864
  0.2000     -0.9600      0.0400      0.9216
  0.8800     -1.5600      0.7744      2.4336
 -0.6600     -1.1200      0.4356      1.2544
  0.9600     -1.8400      0.9216      3.3856
  0.5200     -1.2400      0.2704      1.5376
  0.5000     -0.9200      0.2500      0.8464
 -0.7200     -1.4000      0.5184      1.9600
  0.7200     -1.2400      0.5184      1.5376
  0.1200     -1.2000      0.0144      1.4400
 -0.6400     -1.4800      0.4096      2.1904
 -0.6400     -1.2800      0.4096      1.6384
  0.6800     -1.2000      0.4624      1.4400
  0.8400     -1.4400      0.7056      2.0736
 -0.8400     -1.4800      0.7056      2.1904
  0.7600     -1.4800      0.5776      2.1904
  0.9000     -1.7600      0.8100      3.0976
  0.7800     -1.3600      0.6084      1.8496
 -0.8800     -1.5200      0.7744      2.3104
  0.9000     -1.6400      0.8100      2.6896
  0.8000     -1.4400      0.6400      2.0736
  0.8800     -1.6400      0.7744      2.6896
  0.8000     -1.3600      0.6400      1.8496
  0.7000     -1.2400      0.4900      1.5376
  0.7200     -1.2400      0.5184      1.5376
  0.6800     -1.1600      0.4624      1.3456
  0.6000     -1.0000      0.3600      1.0000
  0.5000     -1.0400      0.2500      1.0816
 -0.8600     -1.5600      0.7396      2.4336
 -0.8600     -1.5600      0.7396      2.4336
  0.2000     -1.0400      0.0400      1.0816
  0.8000     -1.4800      0.6400      2.1904
  0.9200     -1.6800      0.8464      2.8224
  0.7000     -1.3600      0.4900      1.8496
 -0.8400     -1.6000      0.7056      2.5600
  0.8600     -1.5200      0.7396      2.3104
 -0.8400     -1.5200      0.7056      2.3104
 -0.7000     -1.4000      0.4900      1.9600
 -0.7600     -1.5600      0.5776      2.4336
 -0.9600     -1.8400      0.9216      3.3856
 -0.3800     -0.8000      0.1444      0.6400
  0.8400     -1.6800      0.7056      2.8224
  0.8400     -1.4800      0.7056      2.1904
 -0.9000     -1.7200      0.8100      2.9584
  0.8600     -1.7600      0.7396      3.0976
 -0.6600     -1.3600      0.4356      1.8496
  0.8000     -1.4000      0.6400      1.9600
  0.8600     -1.6000      0.7396      2.5600
  0.8000     -1.4800      0.6400      2.1904
 -0.9200     -1.6800      0.8464      2.8224
 -0.9600     -1.8400      0.9216      3.3856
  0.1800     -1.0400      0.0324      1.0816
  0.8400     -1.4800      0.7056      2.1904
  0.7600     -1.2800      0.5776      1.6384
  0.5400     -1.0800      0.2916      1.1664
  0.8600     -1.5600      0.7396      2.4336
  0.8000     -1.4800      0.6400      2.1904
  0.8200     -1.5200      0.6724      2.3104
  0.8400     -1.5600      0.7056      2.4336
  0.9800     -1.9200      0.9604      3.6864
  0.7800     -1.3200      0.6084      1.7424
  0.3600     -0.8000      0.1296      0.6400
  0.8200     -1.4800      0.6724      2.1904
  0.9200     -1.7200      0.8464      2.9584
  0.8800     -1.5200      0.7744      2.3104
  0.8600     -1.6800      0.7396      2.8224
  0.7800     -1.4000      0.6084      1.9600
  0.9000     -1.7600      0.8100      3.0976
  0.8000     -1.3200      0.6400      1.7424
  0.9000     -1.7200      0.8100      2.9584
  0.4400     -1.2000      0.1936      1.4400
  0.9600     -1.8400      0.9216      3.3856
  0.9200     -1.7200      0.8464      2.9584
  0.9000     -1.6400      0.8100      2.6896
  0.8200     -1.4800      0.6724      2.1904
  0.8400     -1.5200      0.7056      2.3104
  0.9200     -1.7200      0.8464      2.9584
 -0.5600     -1.3200      0.3136      1.7424
  0.8400     -1.5600      0.7056      2.4336
  1.0000     -2.0000      1.0000      4.0000
 -0.6400     -1.1600      0.4096      1.3456
 -0.8600     -1.5600      0.7396      2.4336
  0.8200     -1.4800      0.6724      2.1904
  0.9600     -1.8400      0.9216      3.3856
  0.9600     -1.8800      0.9216      3.5344
  0.4600     -0.8000      0.2116      0.6400
  0.7400     -1.6400      0.5476      2.6896
 -0.7400     -1.3200      0.5476      1.7424
  0.3000     -1.2400      0.0900      1.5376
 -0.7800     -1.4000      0.6084      1.9600
 -0.7400     -1.2800      0.5476      1.6384
  0.8400     -1.5600      0.7056      2.4336
  0.9200     -1.8400      0.8464      3.3856
  0.8200     -1.6000      0.6724      2.5600
  0.8200     -1.3600      0.6724      1.8496
  0.6600     -1.4000      0.4356      1.9600
 -0.8200     -1.4400      0.6724      2.0736
 -0.6600     -1.3600      0.4356      1.8496
  0.8000     -1.4000      0.6400      1.9600
 -0.9000     -1.6000      0.8100      2.5600
 -0.9000     -1.7200      0.8100      2.9584
 -0.2400     -0.8000      0.0576      0.6400
 -0.7000     -1.2000      0.4900      1.4400
  0.7600     -1.4000      0.5776      1.9600
  0.3600     -1.0800      0.1296      1.1664
  0.8200     -1.5200      0.6724      2.3104
 -0.9200     -1.7600      0.8464      3.0976
  0.6600     -1.3600      0.4356      1.8496
 -0.6800     -1.4400      0.4624      2.0736
 -0.8000     -1.4800      0.6400      2.1904
 -0.7400     -1.2400      0.5476      1.5376
 -0.7000     -1.4000      0.4900      1.9600
 -0.9000     -1.6400      0.8100      2.6896
  0.9600     -1.8400      0.9216      3.3856
 -0.8600     -1.6000      0.7396      2.5600
